,data.1,engorgement,stage,host,species,depth,host.temp
16515,1,0.2,adult male,Dog,Groundhog,62.7,101.1888889
16516,1,0.2,nymph,Dog,Groundhog,62.8,101.2
16517,1,0.2,adult male,Dog,Groundhog,60,100.8888889
16518,1,0.2,adult male,Dog,Groundhog,61.5,101.0555556
16519,1,0.2,nymph,Dog,Groundhog,62.8,101.2
16520,1,0.2,adult male,Dog,Groundhog,61.8,101.0888889
16521,1,0.2,nymph,Dog,Groundhog,62.1,101.1222222
16522,1.31,0.262,adult male,Fox,Western Blacklegged,61.4,101.0444444
16523,1.2,0.24,nymph,Squirrel,Western Blacklegged,62.9,101.2111111
16524,1.31,0.262,adult female,Fox,Western Blacklegged,62.2,101.1333333
16525,1.33,0.266,nymph,Bird,Western Blacklegged,62,101.1111111
16526,1.05,0.21,adult female,Bird,Groundhog,60.8,100.9777778
16527,1.05,0.21,adult female,Bird,Groundhog,62.8,101.2
16528,1.2,0.24,adult male,Racoon,Rocky Mountain Wood,60.2,100.9111111
16529,1.26,0.252,adult female,Bird,Gulf Coast,62.3,101.1444444
16530,1.05,0.21,adult female,Bird,Groundhog,61.9,101.1
16531,1.04,0.208,larvae,Racoon,Groundhog,63.7,101.3
16532,1,0.2,adult male,Bird,Gulf Coast,62.4,101.1555556
16533,1.01,0.202,adult male,Dog,Groundhog,62.4,101.1555556
16534,1.01,0.202,larvae,Dog,Groundhog,56.7,100.5222222
16535,1.01,0.202,adult male,Dog,Groundhog,60.8,100.9777778
16536,1.01,0.202,adult male,Dog,Groundhog,62.5,101.1666667
16537,1.01,0.202,adult male,Dog,Groundhog,62.9,101.2111111
16538,1.21,0.242,adult male,Fox,Gulf Coast,61.9,101.1
16539,1.22,0.244,nymph,Squirrel,Western Blacklegged,59,100.7777778
16540,1,0.2,adult female,Fox,Brown Dog,62.9,101.2111111
16541,0.63,0.126,adult female,Squirrel,Blacklegged,62.5,101.1666667
16542,1.25,0.25,adult female,Bird,Rocky Mountain Wood,60.4,100.9333333
16543,1.22,0.244,adult male,Fox,Groundhog,62.3,101.1444444
16544,1,0.2,adult male,Racoon,Groundhog,61.7,101.0777778
16545,1,0.2,adult male,Racoon,Groundhog,62.7,101.1888889
16546,1.37,0.274,nymph,Bird,Western Blacklegged,62.8,101.2
16547,1.07,0.214,nymph,Bird,Gulf Coast,58.6,100.7333333
16548,1.03,0.206,adult female,Squirrel,Rocky Mountain Wood,61.3,101.0333333
16549,1.27,0.254,adult male,Cat,Gulf Coast,59.5,100.8333333
16550,1,0.2,adult female,Bird,Groundhog,62.1,101.1222222
16551,1.02,0.204,nymph,Dog,Groundhog,59.2,100.8
16552,1.01,0.202,larvae,Squirrel,Gulf Coast,61.1,101.0111111
16553,1.01,0.202,nymph,Bird,Gulf Coast,59.1,100.7888889
16554,1.01,0.202,nymph,Bird,Gulf Coast,62.2,101.1333333
16555,1.02,0.204,adult female,Fox,Brown Dog,62,101.1111111
16556,1.01,0.202,larvae,Bird,Gulf Coast,57.7,100.6333333
16557,1.02,0.204,adult female,Racoon,Groundhog,62.7,101.1888889
16558,1.33,0.266,adult male,Fox,Groundhog,59.9,100.8777778
16559,1.1,0.22,adult female,Fox,Brown Dog,59.7,100.8555556
16560,1.31,0.262,adult female,Cat,Gulf Coast,62.1,101.1222222
16561,1.04,0.208,adult female,Bird,Groundhog,61.6,101.0666667
16562,1.09,0.218,adult female,Bird,Groundhog,60.9,100.9888889
16563,1.23,0.246,adult female,Fox,Rocky Mountain Wood,62.4,101.1555556
16564,1.01,0.202,adult male,Bird,Gulf Coast,62.3,101.1444444
16565,1.01,0.202,nymph,Bird,Gulf Coast,63.2,101.2444444
16566,1.01,0.202,adult male,Bird,Gulf Coast,62.8,101.2
16567,1.01,0.202,adult male,Bird,Gulf Coast,62.6,101.1777778
16568,1.01,0.202,adult female,Bird,Gulf Coast,61.8,101.0888889
16569,1.01,0.202,larvae,Bird,Gulf Coast,63.7,101.3
16570,1.01,0.202,adult female,Bird,Gulf Coast,61.2,101.0222222
16571,1.01,0.202,adult male,Bird,Gulf Coast,60.2,100.9111111
16572,1.01,0.202,adult male,Bird,Gulf Coast,62.7,101.1888889
16573,1.01,0.202,adult male,Bird,Gulf Coast,62.6,101.1777778
16574,1.01,0.202,adult female,Bird,Groundhog,61.4,101.0444444
16575,1,0.2,nymph,Racoon,Groundhog,61.1,101.0111111
16576,1.2,0.24,adult female,Squirrel,Western Blacklegged,61.7,101.0777778
16577,1.04,0.208,adult female,Fox,Brown Dog,62.2,101.1333333
16578,1.14,0.228,adult male,Bird,Groundhog,61.2,101.0222222
16579,1.06,0.212,adult female,Fox,Groundhog,62.3,101.1444444
16580,1.21,0.242,adult female,Fox,Rocky Mountain Wood,60.3,100.9222222
16581,1.22,0.244,adult male,Fox,Rocky Mountain Wood,62,101.1111111
16582,1.1,0.22,adult female,Racoon,Rocky Mountain Wood,61.6,101.0666667
16583,1.01,0.202,nymph,Dog,Groundhog,59.9,100.8777778
16584,1.02,0.204,nymph,Bird,Gulf Coast,62.4,101.1555556
16585,1.08,0.216,adult male,Squirrel,Rocky Mountain Wood,62.8,101.2
16586,1.08,0.216,nymph,Fox,American Dog,63.1,101.2333333
16587,1.24,0.248,nymph,Fox,Rocky Mountain Wood,62.4,101.1555556
16588,1.01,0.202,larvae,Racoon,Gulf Coast,61.8,101.0888889
16589,1.02,0.204,adult male,Racoon,Groundhog,61.8,101.0888889
16590,1.36,0.272,adult male,Deer,Groundhog,61.9,101.1
16591,1.2,0.24,adult male,Fox,Gulf Coast,61.3,101.0333333
16592,1.06,0.212,nymph,Racoon,Groundhog,62.7,101.1888889
16593,1.03,0.206,adult male,Bird,Gulf Coast,62.2,101.1333333
16594,1.03,0.206,nymph,Bird,Gulf Coast,60.7,100.9666667
16595,1.39,0.278,nymph,Bird,Western Blacklegged,61.5,101.0555556
16596,1.14,0.228,adult female,Fox,Groundhog,62,101.1111111
16597,1.04,0.208,adult female,Bird,Groundhog,61.9,101.1
16598,1.21,0.242,adult female,Fox,Rocky Mountain Wood,62.1,101.1222222
16599,1.57,0.314,adult male,Deer,Groundhog,59.9,100.8777778
16600,1.51,0.302,nymph,Cat,Western Blacklegged,63.1,101.2333333
16601,1.01,0.202,nymph,Squirrel,Rocky Mountain Wood,62.1,101.1222222
16602,1.1,0.22,adult female,Fox,Gulf Coast,61.7,101.0777778
16603,1.91,0.382,eggs,Fox,Western Blacklegged,64.6,101.4
16604,1.02,0.204,nymph,Racoon,Groundhog,59.9,100.8777778
16605,1.01,0.202,nymph,Bird,Gulf Coast,64.4,101.3777778
16606,1.04,0.208,adult female,Bird,Gulf Coast,61.1,101.0111111
16607,1.4,0.28,adult female,Deer,Groundhog,62.2,101.1333333
16608,1.27,0.254,adult female,Fox,Rocky Mountain Wood,61.7,101.0777778
16609,1.55,0.31,adult male,Deer,Western Blacklegged,62.6,101.1777778
16610,1.69,0.338,adult female,Fox,Lone Star,62,101.1111111
16611,1.2,0.24,adult female,Squirrel,Western Blacklegged,61,101
16612,1.03,0.206,adult female,Fox,Brown Dog,62.2,101.1333333
16613,1.24,0.248,adult female,Deer,Groundhog,62.1,101.1222222
16614,1.2,0.24,adult female,Cat,Gulf Coast,62.5,101.1666667
16615,1.52,0.304,adult male,Cat,Rocky Mountain Wood,58.8,100.7555556
16616,1.54,0.308,adult male,Cat,Western Blacklegged,62.4,101.1555556
16617,1.21,0.242,adult male,Fox,Rocky Mountain Wood,60.2,100.9111111
16618,1,0.2,adult male,Racoon,Groundhog,61.9,101.1
16619,1,0.2,adult male,Racoon,Groundhog,60.5,100.9444444
16620,1,0.2,nymph,Bird,Gulf Coast,62.4,101.1555556
16621,1.09,0.218,adult female,Fox,Gulf Coast,61.3,101.0333333
16622,1.13,0.226,adult female,Bird,Groundhog,62.7,101.1888889
16623,1.07,0.214,adult male,Bird,Groundhog,62.9,101.2111111
16624,1.07,0.214,adult male,Bird,Groundhog,62.5,101.1666667
16625,1.03,0.206,adult female,Bird,Groundhog,62.8,101.2
16626,1.38,0.276,adult male,Fox,Western Blacklegged,62.1,101.1222222
16627,1.02,0.204,adult female,Bird,Groundhog,62.3,101.1444444
16628,1.02,0.204,adult female,Bird,Groundhog,61.7,101.0777778
16629,1.07,0.214,adult female,Bird,Groundhog,62.4,101.1555556
16630,1.01,0.202,nymph,Racoon,Groundhog,60.6,100.9555556
16631,1.09,0.218,larvae,Fox,Brown Dog,58.8,100.7555556
16632,1.01,0.202,eggs,Racoon,Gulf Coast,61.7,101.0777778
16633,1.12,0.224,adult female,Bird,Groundhog,62,101.1111111
16634,1.2,0.24,nymph,Cat,Gulf Coast,62.8,101.2
16635,1.02,0.204,adult male,Racoon,Groundhog,62.4,101.1555556
16636,0.91,0.182,adult female,Squirrel,Gulf Coast,62.3,101.1444444
16637,1.21,0.242,nymph,Cat,Brown Dog,61.1,101.0111111
16638,2.25,0.45,eggs,Fox,Lone Star,67.7,101.7444444
16639,1.1,0.22,adult male,Bird,Groundhog,60.2,100.9111111
16640,1.32,0.264,adult male,Cat,Rocky Mountain Wood,60.3,100.9222222
16641,1.2,0.24,larvae,Dog,Rocky Mountain Wood,59.9,100.8777778
16642,1.04,0.208,larvae,Racoon,Gulf Coast,63.9,101.3222222
16643,1.1,0.22,adult male,Bird,Groundhog,61.2,101.0222222
16644,1.2,0.24,adult male,Dog,Rocky Mountain Wood,61.8,101.0888889
16645,1.1,0.22,adult female,Bird,Groundhog,62,101.1111111
16646,1.1,0.22,adult female,Bird,Groundhog,60,100.8888889
16647,1.22,0.244,adult female,Fox,Rocky Mountain Wood,61.8,101.0888889
16648,1.27,0.254,nymph,Cat,Rocky Mountain Wood,63,101.2222222
16649,1.22,0.244,nymph,Bird,Rocky Mountain Wood,61.8,101.0888889
16650,1.26,0.252,adult male,Racoon,Western Blacklegged,61.3,101.0333333
16651,1.02,0.204,nymph,Racoon,Groundhog,63.2,101.2444444
16652,1.03,0.206,adult female,Bird,Gulf Coast,63,101.2222222
16653,1.03,0.206,adult male,Bird,Gulf Coast,62.2,101.1333333
16654,1.53,0.306,eggs,Deer,Groundhog,64.7,101.4111111
16655,1.21,0.242,adult female,Racoon,Rocky Mountain Wood,61.1,101.0111111
16656,1.21,0.242,adult male,Racoon,Rocky Mountain Wood,60,100.8888889
16657,1.06,0.212,adult female,Bird,Groundhog,62.2,101.1333333
16658,1.32,0.264,adult male,Racoon,Western Blacklegged,60.6,100.9555556
16659,1.25,0.25,adult female,Fox,Rocky Mountain Wood,62.2,101.1333333
16660,1.22,0.244,adult male,Fox,Gulf Coast,63,101.2222222
16661,1.18,0.236,adult female,Cat,Gulf Coast,62.6,101.1777778
16662,1.03,0.206,nymph,Racoon,Gulf Coast,61.7,101.0777778
16663,1.56,0.312,nymph,Deer,Western Blacklegged,61.4,101.0444444
16664,1.56,0.312,nymph,Deer,Western Blacklegged,62,101.1111111
16665,1.19,0.238,adult female,Fox,Groundhog,62.1,101.1222222
16666,1.03,0.206,larvae,Racoon,Groundhog,63.9,101.3222222
16667,1.03,0.206,adult female,Racoon,Groundhog,60.7,100.9666667
16668,1.06,0.212,nymph,Bird,Gulf Coast,62.8,101.2
16669,1.06,0.212,nymph,Bird,Gulf Coast,63.1,101.2333333
16670,1.01,0.202,adult female,Bird,Groundhog,60.9,100.9888889
16671,1.25,0.25,adult male,Cat,Gulf Coast,60.4,100.9333333
16672,1.26,0.252,adult male,Fox,Rocky Mountain Wood,62.2,101.1333333
16673,1,0.2,adult female,Squirrel,Rocky Mountain Wood,62.5,101.1666667
16674,1.23,0.246,nymph,Bird,Rocky Mountain Wood,63.1,101.2333333
16675,1.2,0.24,adult male,Fox,Groundhog,62.8,101.2
16676,1.01,0.202,nymph,Dog,Groundhog,61.9,101.1
16677,1.01,0.202,nymph,Dog,Groundhog,62.9,101.2111111
16678,1.01,0.202,nymph,Dog,Groundhog,62.7,101.1888889
16679,1.01,0.202,larvae,Dog,Groundhog,63.5,101.2777778
16680,1.01,0.202,larvae,Dog,Groundhog,63.4,101.2666667
16681,0.32,0.064,adult female,Fox,Western Blacklegged,61.4,101.0444444
16682,0.29,0.058,adult female,Bird,Rocky Mountain Wood,62.1,101.1222222
16683,0.25,0.05,adult female,Cat,American Dog,61.9,101.1
16684,0.31,0.062,adult female,Cat,Groundhog,61.2,101.0222222
16685,0.31,0.062,adult female,Fox,Western Blacklegged,61.1,101.0111111
16686,0.31,0.062,adult female,Fox,Western Blacklegged,61.3,101.0333333
16687,0.31,0.062,adult female,Fox,Western Blacklegged,61,101
16688,0.31,0.062,adult female,Dog,Western Blacklegged,59.5,100.8333333
16689,0.31,0.062,adult female,Fox,Rocky Mountain Wood,61.3,101.0333333
16690,0.31,0.062,adult female,Fox,Rocky Mountain Wood,61.3,101.0333333
16691,0.31,0.062,adult female,Fox,Rocky Mountain Wood,61.3,101.0333333
16692,0.36,0.072,adult male,Deer,Rocky Mountain Wood,61.3,101.0333333
16693,0.3,0.06,nymph,Fox,Rocky Mountain Wood,62.2,101.1333333
16694,0.32,0.064,larvae,Cat,Rocky Mountain Wood,63.5,101.2777778
16695,0.3,0.06,nymph,Fox,Rocky Mountain Wood,62.6,101.1777778
16696,0.32,0.064,adult female,Bird,Western Blacklegged,62.5,101.1666667
16697,0.32,0.064,larvae,Racoon,Western Blacklegged,63.1,101.2333333
16698,0.32,0.064,adult male,Deer,Gulf Coast,61.9,101.1
16699,0.3,0.06,nymph,Fox,Rocky Mountain Wood,62.9,101.2111111
16700,0.3,0.06,larvae,Fox,Rocky Mountain Wood,63.7,101.3
16701,0.32,0.064,adult male,Deer,Gulf Coast,61.7,101.0777778
16702,0.3,0.06,adult female,Fox,Rocky Mountain Wood,62.6,101.1777778
16703,0.3,0.06,nymph,Fox,Rocky Mountain Wood,61.6,101.0666667
16704,0.32,0.064,adult female,Deer,Gulf Coast,61.3,101.0333333
16705,0.3,0.06,nymph,Fox,Rocky Mountain Wood,59.4,100.8222222
16706,0.3,0.06,adult male,Fox,Rocky Mountain Wood,61.2,101.0222222
16707,0.32,0.064,nymph,Racoon,Western Blacklegged,62.6,101.1777778
16708,0.3,0.06,larvae,Fox,Rocky Mountain Wood,63.4,101.2666667
16709,0.32,0.064,larvae,Racoon,Western Blacklegged,63.5,101.2777778
16710,0.3,0.06,nymph,Dog,Western Blacklegged,61.7,101.0777778
16711,0.31,0.062,nymph,Racoon,Groundhog,58.8,100.7555556
16712,0.31,0.062,adult female,Fox,Brown Dog,61.4,101.0444444
16713,0.31,0.062,adult female,Fox,Brown Dog,61.4,101.0444444
16714,0.31,0.062,adult female,Fox,Brown Dog,62.2,101.1333333
16715,0.39,0.078,adult female,Cat,Rocky Mountain Wood,62.1,101.1222222
16716,0.3,0.06,adult female,Racoon,Rocky Mountain Wood,61.9,101.1
16717,0.3,0.06,adult female,Racoon,Rocky Mountain Wood,61.2,101.0222222
16718,0.3,0.06,adult female,Racoon,Rocky Mountain Wood,60.6,100.9555556
16719,0.3,0.06,nymph,Squirrel,Groundhog,62.9,101.2111111
16720,0.31,0.062,nymph,Dog,Gulf Coast,64,101.3333333
16721,0.3,0.06,adult female,Fox,Brown Dog,62.3,101.1444444
16722,0.32,0.064,adult female,Racoon,Groundhog,60.9,100.9888889
16723,0.33,0.066,adult female,Fox,Gulf Coast,61.6,101.0666667
16724,0.33,0.066,adult female,Fox,Gulf Coast,62.6,101.1777778
16725,0.38,0.076,adult female,Cat,Rocky Mountain Wood,61.7,101.0777778
16726,0.33,0.066,adult male,Fox,Rocky Mountain Wood,63,101.2222222
16727,0.33,0.066,adult female,Fox,Rocky Mountain Wood,63,101.2222222
16728,0.3,0.06,nymph,Squirrel,Gulf Coast,61.2,101.0222222
16729,0.3,0.06,larvae,Squirrel,Gulf Coast,64.3,101.3666667
16730,0.3,0.06,adult male,Squirrel,Gulf Coast,60.2,100.9111111
16731,0.23,0.046,nymph,Squirrel,Gulf Coast,61.5,101.0555556
16732,0.4,0.08,nymph,Dog,Western Blacklegged,58.7,100.7444444
16733,0.4,0.08,nymph,Dog,Western Blacklegged,61.6,101.0666667
16734,0.41,0.082,larvae,Bird,Western Blacklegged,63.6,101.2888889
16735,0.41,0.082,adult male,Deer,Groundhog,61.9,101.1
16736,0.41,0.082,larvae,Bird,Western Blacklegged,63.4,101.2666667
16737,0.41,0.082,larvae,Deer,Groundhog,63.4,101.2666667
16738,0.41,0.082,larvae,Cat,Rocky Mountain Wood,63.8,101.3111111
16739,0.41,0.082,adult male,Bird,Western Blacklegged,61.4,101.0444444
16740,0.28,0.056,nymph,Dog,Brown Dog,61.4,101.0444444
16741,1.01,0.202,adult male,Dog,Groundhog,62,101.1111111
16742,1.01,0.202,nymph,Dog,Groundhog,60.4,100.9333333
16743,1.2,0.24,adult female,Fox,Groundhog,62,101.1111111
16744,1.2,0.24,adult male,Fox,Groundhog,60.6,100.9555556
16745,1.2,0.24,nymph,Bird,Rocky Mountain Wood,63.5,101.2777778
16746,1.06,0.212,adult female,Bird,Groundhog,61.1,101.0111111
16747,1.33,0.266,adult male,Racoon,Western Blacklegged,59.9,100.8777778
16748,1.06,0.212,adult male,Dog,Gulf Coast,59.1,100.7888889
16749,1.01,0.202,nymph,Bird,Gulf Coast,60.9,100.9888889
16750,1.04,0.208,nymph,Bird,Gulf Coast,63.1,101.2333333
16751,1.01,0.202,adult male,Bird,Brown Dog,58.5,100.7222222
16752,1.25,0.25,adult female,Dog,Western Blacklegged,62.3,101.1444444
16753,1.01,0.202,adult male,Dog,Gulf Coast,61.2,101.0222222
16754,1.01,0.202,adult male,Bird,Brown Dog,62,101.1111111
16755,1.13,0.226,adult female,Fox,Groundhog,61.9,101.1
16756,1.45,0.29,nymph,Deer,Groundhog,62.8,101.2
16757,1.01,0.202,adult female,Racoon,Groundhog,60.3,100.9222222
16758,1.01,0.202,adult female,Bird,Gulf Coast,62.4,101.1555556
16759,1.2,0.24,nymph,Fox,American Dog,63.3,101.2555556
16760,1.21,0.242,nymph,Fox,Groundhog,62.9,101.2111111
16761,1.06,0.212,adult male,Racoon,Groundhog,61.8,101.0888889
16762,1.01,0.202,adult male,Racoon,Groundhog,60.3,100.9222222
16763,1.13,0.226,adult female,Dog,Rocky Mountain Wood,61.7,101.0777778
16764,0.8,0.16,adult female,Racoon,Blacklegged,60.8,100.9777778
16765,1.2,0.24,adult female,Fox,Rocky Mountain Wood,61.3,101.0333333
16766,1.31,0.262,adult female,Racoon,Western Blacklegged,62.7,101.1888889
16767,1.4,0.28,nymph,Cat,Western Blacklegged,62.4,101.1555556
16768,1.18,0.236,adult female,Cat,Brown Dog,62.7,101.1888889
16769,1.01,0.202,nymph,Racoon,Gulf Coast,63.9,101.3222222
16770,0.9,0.18,adult female,Bird,American Dog,61.5,101.0555556
16771,1.51,0.302,adult male,Deer,Rocky Mountain Wood,60.4,100.9333333
16772,1.14,0.228,larvae,Bird,Groundhog,63.2,101.2444444
16773,1.23,0.246,adult female,Fox,Rocky Mountain Wood,61.5,101.0555556
16774,1.13,0.226,adult female,Dog,Rocky Mountain Wood,62.2,101.1333333
16775,1.02,0.204,adult female,Bird,Gulf Coast,62.2,101.1333333
16776,1.12,0.224,adult male,Bird,Groundhog,62.3,101.1444444
16777,1.12,0.224,adult female,Bird,Groundhog,60.8,100.9777778
16778,1.02,0.204,adult male,Bird,Gulf Coast,61,101
16779,1.02,0.204,adult male,Bird,Gulf Coast,62,101.1111111
16780,1.02,0.204,adult female,Bird,Gulf Coast,62.2,101.1333333
16781,1.21,0.242,nymph,Fox,Groundhog,62.8,101.2
16782,1.07,0.214,adult female,Cat,American Dog,62.3,101.1444444
16783,1.33,0.266,adult male,Bird,Western Blacklegged,60.3,100.9222222
16784,1.24,0.248,adult male,Fox,Rocky Mountain Wood,60.2,100.9111111
16785,1.31,0.262,nymph,Cat,Rocky Mountain Wood,62.6,101.1777778
16786,2.01,0.402,larvae,Racoon,Lone Star,64,101.3333333
16787,1.5,0.3,larvae,Deer,Rocky Mountain Wood,59.1,100.7888889
16788,0.9,0.18,adult female,Squirrel,Groundhog,61.2,101.0222222
16789,1.08,0.216,adult male,Bird,Gulf Coast,62,101.1111111
16790,1.21,0.242,adult female,Cat,Gulf Coast,61.5,101.0555556
16791,1.21,0.242,adult female,Cat,Gulf Coast,61.5,101.0555556
16792,1.04,0.208,adult female,Racoon,Groundhog,62.1,101.1222222
16793,1,0.2,adult male,Racoon,Gulf Coast,61.3,101.0333333
16794,1.04,0.208,nymph,Fox,Blacklegged,62,101.1111111
16795,1.02,0.204,nymph,Bird,Gulf Coast,61.9,101.1
16796,1.39,0.278,adult male,Cat,Rocky Mountain Wood,62.1,101.1222222
16797,1.22,0.244,adult male,Bird,Rocky Mountain Wood,63,101.2222222
16798,1.01,0.202,adult male,Dog,Groundhog,60.4,100.9333333
16799,1.06,0.212,adult female,Fox,Brown Dog,61.8,101.0888889
16800,1,0.2,nymph,Bird,Gulf Coast,60.6,100.9555556
16801,1,0.2,nymph,Racoon,Groundhog,63.2,101.2444444
16802,1.28,0.256,adult male,Fox,Rocky Mountain Wood,59.9,100.8777778
16803,1.28,0.256,adult female,Fox,Rocky Mountain Wood,62.4,101.1555556
16804,1.57,0.314,nymph,Deer,Western Blacklegged,62.1,101.1222222
16805,1,0.2,adult male,Bird,Brown Dog,62.5,101.1666667
16806,1.01,0.202,adult male,Racoon,Groundhog,60.8,100.9777778
16807,1.01,0.202,adult male,Fox,Blacklegged,62.1,101.1222222
16808,1.2,0.24,nymph,Dog,Rocky Mountain Wood,61,101
16809,1.05,0.21,larvae,Fox,Blacklegged,64.3,101.3666667
16810,1.22,0.244,nymph,Bird,Rocky Mountain Wood,62.4,101.1555556
16811,1.02,0.204,adult female,Dog,Groundhog,60.7,100.9666667
16812,1.08,0.216,adult female,Bird,Groundhog,61.3,101.0333333
16813,1.06,0.212,nymph,Bird,Gulf Coast,60.5,100.9444444
16814,1.01,0.202,adult male,Racoon,Groundhog,61.6,101.0666667
16815,1.21,0.242,nymph,Racoon,Rocky Mountain Wood,59.4,100.8222222
16816,1.1,0.22,nymph,Racoon,Groundhog,62,101.1111111
16817,1.21,0.242,larvae,Dog,Rocky Mountain Wood,64.2,101.3555556
16818,1.08,0.216,larvae,Bird,Groundhog,58.9,100.7666667
16819,1.21,0.242,adult male,Fox,Groundhog,58.8,100.7555556
16820,1.04,0.208,adult male,Bird,Groundhog,60.1,100.9
16821,1.04,0.208,adult female,Bird,Groundhog,62.5,101.1666667
16822,1.04,0.208,adult male,Bird,Groundhog,61.8,101.0888889
16823,1.23,0.246,nymph,Squirrel,Western Blacklegged,62.3,101.1444444
16824,1.2,0.24,larvae,Fox,Groundhog,63.3,101.2555556
16825,1.21,0.242,adult male,Fox,Groundhog,60.8,100.9777778
16826,1.21,0.242,adult male,Fox,Groundhog,61.5,101.0555556
16827,1.51,0.302,adult male,Deer,Western Blacklegged,61.9,101.1
16828,1.2,0.24,nymph,Fox,Gulf Coast,61.8,101.0888889
16829,1.22,0.244,larvae,Cat,Gulf Coast,59.2,100.8
16830,1.11,0.222,adult male,Bird,Groundhog,60.8,100.9777778
16831,1.11,0.222,adult female,Bird,Groundhog,62.2,101.1333333
16832,1.11,0.222,adult male,Bird,Groundhog,59,100.7777778
16833,1.11,0.222,adult male,Bird,Groundhog,62.3,101.1444444
16834,1.01,0.202,nymph,Racoon,Groundhog,63.6,101.2888889
16835,1.01,0.202,nymph,Dog,Groundhog,62.9,101.2111111
16836,1.3,0.26,adult female,Cat,Groundhog,61.7,101.0777778
16837,1.26,0.252,adult female,Fox,Rocky Mountain Wood,61,101
16838,1.06,0.212,adult male,Dog,Groundhog,62.3,101.1444444
16839,1.56,0.312,adult female,Fox,Western Blacklegged,62.3,101.1444444
16840,1.5,0.3,eggs,Cat,Western Blacklegged,64.8,101.4222222
16841,1.01,0.202,nymph,Racoon,Gulf Coast,61,101
16842,1,0.2,adult male,Dog,Groundhog,62.8,101.2
16843,1,0.2,adult male,Dog,Groundhog,62.1,101.1222222
16844,1.5,0.3,adult male,Bird,Western Blacklegged,58.3,100.7
16845,1.5,0.3,adult female,Bird,Western Blacklegged,63,101.2222222
16846,1.2,0.24,larvae,Bird,Groundhog,64,101.3333333
16847,1,0.2,adult male,Dog,Groundhog,60.4,100.9333333
16848,1,0.2,adult female,Dog,Groundhog,61.6,101.0666667
16849,1,0.2,adult female,Dog,Groundhog,62.8,101.2
16850,1,0.2,adult male,Dog,Groundhog,61.5,101.0555556
16851,1,0.2,adult male,Dog,Groundhog,62.7,101.1888889
16852,1,0.2,adult male,Dog,Groundhog,60,100.8888889
16853,1,0.2,adult female,Dog,Groundhog,62.1,101.1222222
16854,1.2,0.24,adult male,Fox,Gulf Coast,58.5,100.7222222
16855,1.21,0.242,adult male,Fox,Groundhog,60.5,100.9444444
16856,1.28,0.256,nymph,Cat,Gulf Coast,62.8,101.2
16857,1.2,0.24,adult male,Fox,Gulf Coast,62.7,101.1888889
16858,1.43,0.286,eggs,Cat,Gulf Coast,50.8,99.86666667
16859,1.21,0.242,adult female,Fox,Rocky Mountain Wood,61.8,101.0888889
16860,1.22,0.244,adult female,Fox,Rocky Mountain Wood,62.2,101.1333333
